267,-37.83991852,144.981296,Dog Bowl_Fawkner Park,Leaf Type,234
268,-37.81443644,144.977743,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,2
269,-37.81378184,144.9422586,Stainless Steel Drinking Fountain,Leaf Type,7
270,-37.80980632,144.9738344,Stainless Steel Drinking Fountain,Leaf Type_Parliament Reserve,2
271,-37.80221537,144.9630132,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,103
272,-37.82039537,144.9414854,Stainless Steel Drinking Fountain,Leaf Type,7
273,-37.8208728,144.9418559,Stainless Steel Drinking Fountain,Old Docklands Type,7
274,-37.81555894,144.9398977,Stainless Steel Drinking Fountain,Leaf Type,7
275,-37.79899334,144.9433595,Gardiner Reserve,NA,101
276,-37.832243,144.9730285,Historic or Heritage Drinking Fountains,Shrine Gardens,341
277,-37.82249308,144.971144,With Bottle Refill Tap_Queen Victoria Gardens,Leaf Type,6
278,-37.81165169,144.9807242,With Bottle Refill Tap_Fitzroy Gardens,Leaf Type,2
279,-37.8127668,144.9815544,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,2
280,-37.80211398,144.972831,Treated Timber Drinking Fountain,Carlton Gardens North,103
281,-37.80596125,144.9714311,Treated Timber Drinking Fountain,Carlton Gardens South,103
282,-37.78205389,144.9569702,Historic or Heritage fountains,Royal Park,102
283,-37.80873007,144.9450105,Stainless Steel Drinking Fountain,Leaf Type_Hawke and Adderley Street Park,3
284,-37.79403468,144.9196181,Dog Bowl_Stockmans Way,Leaf Type,59
285,-37.79922711,144.9402814,Stainless Steel Drinking Fountain,Leaf Type_North Melbourne Recreation Reserve,101
286,-37.81601001,144.9727024,Stainless Steel Drinking Fountain,Leaf Type,1
287,-37.80566603,144.9425668,Dog Bowl _Railway Place And Miller Street Reserve,Leaf Type,3
288,-37.77955332,144.9398465,Stainless Steel Drinking Fountain,Leaf Type_Parkville Gardens,102
289,-37.81472791,144.9386893,Dog Bowl _New Quay Central Park,Leaf Type,7
290,-37.82120301,144.9464401,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,7
